Transaction_ID,Date,Category,Region,Revenue,Cost,Expenses,Tax,Profit,Cash_Inflow,Cash_Outflow,Transaction_Value,Payment_Status
TXN048,2025-02-17,Furniture,East,245387.878787878,137321.212121212,29654.5454545455,15721.2121212121,62690.9090909091,237339.393939394,160330.303030303,245387.878787878,Paid
TXN049,2025-02-18,Clothing,South,248418.181818181,139018.181818182,30018.1818181819,15918.1818181818,63463.6363636364,240290.909090909,162254.545454545,248418.181818181,Paid
TXN050,2025-02-19,Electronics,North,251448.484848485,140715.151515152,30381.8181818182,16115.1515151515,64236.3636363637,243242.424242424,164178.787878788,251448.484848485,Paid
TXN051,2025-02-20,Electronics,South,254478.787878788,142412.121212121,30745.4545454546,16312.1212121212,65009.0909090909,246193.93939394,166103.03030303,254478.787878788,Paid
TXN052,2025-02-21,Furniture,North,257509.090909091,144109.090909091,31109.090909091,16509.0909090909,65781.8181818182,249145.454545455,168027.272727273,257509.090909091,Paid
TXN053,2025-02-22,Clothing,West,260539.393939394,145806.060606061,31472.7272727273,16706.0606060606,66554.5454545455,252096.96969697,169951.515151515,260539.393939394,Paid
TXN054,2025-02-23,Electronics,East,263569.696969697,147503.03030303,31836.3636363637,16903.0303030303,67327.2727272728,255048.484848485,171875.757575758,263569.696969697,Paid
TXN055,2025-02-24,Furniture,South,266600.0,149200.0,32200.0,17100.0,68100.0,258000.0,173800.0,266600.0,Paid
TXN056,2025-02-25,Clothing,North,269630.303030303,150896.96969697,32563.6363636364,17296.9696969697,68872.7272727273,260951.515151515,175724.242424242,269630.303030303,Paid
TXN057,2025-02-26,Electronics,West,272660.606060606,152593.939393939,32927.2727272728,17493.9393939394,69645.4545454546,263903.030303031,177648.484848485,272660.606060606,Paid
TXN058,2025-02-27,Furniture,East,275690.909090909,154290.909090909,33290.9090909091,17690.9090909091,70418.1818181819,266854.545454546,179572.727272727,275690.909090909,Paid
TXN059,2025-02-28,Clothing,South,278721.212121212,155987.878787879,33654.5454545455,17887.8787878788,71190.9090909091,269806.060606061,181496.96969697,278721.212121212,Paid
TXN060,2025-03-01,Electronics,North,281751.515151515,157684.848484848,34018.1818181819,18084.8484848485,71963.6363636364,272757.575757576,183421.212121212,281751.515151515,Paid
TXN061,2025-03-02,Electronics,South,284781.818181818,159381.818181818,34381.8181818182,18281.8181818182,72736.3636363637,275709.090909091,185345.454545455,284781.818181818,Paid
TXN062,2025-03-03,Furniture,North,287812.121212121,161078.787878788,34745.4545454546,18478.7878787879,73509.0909090909,278660.606060606,187269.696969697,287812.121212121,Paid
TXN063,2025-03-04,Clothing,West,290842.424242424,162775.757575757,35109.090909091,18675.7575757576,74281.8181818182,281612.121212121,189193.939393939,290842.424242424,Paid
TXN064,2025-03-05,Electronics,East,293872.727272727,164472.727272727,35472.7272727273,18872.7272727273,75054.5454545455,284563.636363637,191118.181818182,293872.727272727,Paid
TXN065,2025-03-06,Furniture,South,296903.03030303,166169.696969697,35836.3636363637,19069.696969697,75827.2727272728,287515.151515152,193042.424242424,296903.03030303,Paid
TXN066,2025-03-07,Clothing,North,299933.333333333,167866.666666666,36200.0000000001,19266.6666666667,76600.0,290466.666666667,194966.666666667,299933.333333333,Paid
TXN067,2025-03-08,Electronics,West,302963.636363636,169563.636363636,36563.6363636364,19463.6363636364,77372.7272727273,293418.181818182,196890.909090909,302963.636363636,Paid
TXN068,2025-03-09,Furniture,East,305993.939393939,171260.606060606,36927.2727272728,19660.6060606061,78145.4545454546,296369.696969697,198815.151515151,305993.939393939,Paid
TXN069,2025-03-10,Clothing,South,309024.242424242,172957.575757575,37290.9090909091,19857.5757575758,78918.1818181819,299321.212121212,200739.393939394,309024.242424242,Paid
TXN070,2025-03-11,Electronics,North,312054.545454545,174654.545454545,37654.5454545455,20054.5454545455,79690.9090909091,302272.727272728,202663.636363636,312054.545454545,Paid
TXN071,2025-03-12,Electronics,South,315084.848484848,176351.515151515,38018.1818181819,20251.5151515152,80463.6363636364,305224.242424243,204587.878787879,315084.848484848,Paid
TXN072,2025-03-13,Furniture,North,318115.151515151,178048.484848485,38381.8181818182,20448.4848484849,81236.3636363637,308175.757575758,206512.121212121,318115.151515151,Paid
TXN073,2025-03-14,Clothing,West,321145.454545454,179745.454545454,38745.4545454546,20645.4545454546,82009.0909090909,311127.272727273,208436.363636364,321145.454545454,Paid
TXN074,2025-03-15,Electronics,East,324175.757575757,181442.424242424,39109.090909091,20842.4242424243,82781.8181818182,314078.787878788,210360.606060606,324175.757575757,Paid
TXN075,2025-03-16,Furniture,South,327206.06060606,183139.393939394,39472.7272727273,21039.393939394,83554.5454545455,317030.303030303,212284.848484848,327206.06060606,Paid
TXN076,2025-03-17,Clothing,North,330236.363636363,184836.363636363,39836.3636363637,21236.3636363637,84327.2727272728,319981.818181818,214209.090909091,330236.363636363,Paid
TXN077,2025-03-18,Electronics,West,333266.666666666,186533.333333333,40200.0000000001,21433.3333333334,85100.0,322933.333333334,216133.333333333,333266.666666666,Paid
TXN078,2025-03-19,Furniture,East,336296.969696969,188230.303030303,40563.6363636364,21630.3030303031,85872.7272727273,325884.848484849,218057.575757576,336296.969696969,Paid
TXN079,2025-03-20,Clothing,South,339327.272727272,189927.272727272,40927.2727272728,21827.2727272728,86645.4545454546,328836.363636364,219981.818181818,339327.272727272,Paid
TXN080,2025-03-21,Electronics,North,342357.575757575,191624.242424242,41290.9090909091,22024.2424242425,87418.1818181819,331787.878787879,221906.060606061,342357.575757575,Paid
TXN081,2025-03-22,Electronics,South,345387.878787878,193321.212121212,41654.5454545455,22221.2121212122,88190.9090909091,334739.393939394,223830.303030303,345387.878787878,Paid
TXN082,2025-03-23,Furniture,North,348418.181818181,195018.181818181,42018.1818181819,22418.1818181819,88963.6363636364,337690.909090909,225754.545454545,348418.181818181,Paid
TXN083,2025-03-24,Clothing,West,351448.484848485,196715.151515151,42381.8181818182,22615.1515151516,89736.3636363637,340642.424242425,227678.787878788,351448.484848485,Paid
TXN084,2025-03-25,Electronics,East,354478.787878788,198412.121212121,42745.4545454546,22812.1212121212,90509.0909090909,343593.93939394,229603.03030303,354478.787878788,Paid
TXN085,2025-03-26,Furniture,South,357509.090909091,200109.090909091,43109.090909091,23009.0909090909,91281.8181818182,346545.454545455,231527.272727273,357509.090909091,Paid
TXN086,2025-03-27,Clothing,North,360539.393939394,201806.06060606,43472.7272727273,23206.0606060606,92054.5454545455,349496.96969697,233451.515151515,360539.393939394,Paid
TXN087,2025-03-28,Electronics,West,363569.696969697,203503.03030303,43836.3636363637,23403.0303030303,92827.2727272728,352448.484848485,235375.757575758,363569.696969697,Paid
TXN088,2025-03-29,Furniture,East,366600.0,205200.0,44200.0000000001,23600.0,93600.0,355400.0,237300.0,366600.0,Paid
TXN089,2025-03-30,Clothing,South,369630.303030303,206896.969696969,44563.6363636364,23796.9696969697,94372.7272727273,358351.515151515,239224.242424242,369630.303030303,Paid
TXN090,2025-03-31,Electronics,North,372660.606060606,208593.939393939,44927.2727272728,23993.9393939394,95145.4545454546,361303.030303031,241148.484848485,372660.606060606,Paid
TXN091,2025-04-01,Electronics,South,375690.909090909,210290.909090909,45290.9090909091,24190.9090909091,95918.1818181819,364254.545454546,243072.727272727,375690.909090909,Paid
TXN092,2025-04-02,Furniture,North,378721.212121212,211987.878787878,45654.5454545455,24387.8787878788,96690.9090909091,367206.060606061,244996.96969697,378721.212121212,Paid
TXN093,2025-04-03,Clothing,West,381751.515151515,213684.848484848,46018.1818181819,24584.8484848485,97463.6363636364,370157.575757576,246921.212121212,381751.515151515,Paid
TXN094,2025-04-04,Electronics,East,384781.818181818,215381.818181818,46381.8181818182,24781.8181818182,98236.3636363637,373109.090909091,248845.454545455,384781.818181818,Paid
TXN095,2025-04-05,Furniture,South,387812.121212121,217078.787878788,46745.4545454546,24978.7878787879,99009.0909090909,376060.606060606,250769.696969697,387812.121212121,Paid
TXN096,2025-04-06,Clothing,North,390842.424242424,218775.757575757,47109.090909091,25175.7575757576,99781.8181818182,379012.121212122,252693.939393939,390842.424242424,Paid
TXN097,2025-04-07,Electronics,West,393872.727272727,220472.727272727,47472.7272727273,25372.7272727273,100554.545454545,381963.636363637,254618.181818182,393872.727272727,Paid
TXN098,2025-04-08,Furniture,East,396903.03030303,222169.696969697,47836.3636363637,25569.696969697,101327.272727273,384915.151515152,256542.424242424,396903.03030303,Paid
TXN099,2025-04-09,Clothing,South,399933.333333333,223866.666666666,48200.0000000001,25766.6666666667,102100.0,387866.666666667,258466.666666667,399933.333333333,Paid
TXN100,2025-04-10,Electronics,North,402963.636363636,225563.636363636,48563.6363636364,25963.6363636364,102872.727272727,390818.181818182,260390.909090909,402963.636363636,Paid
TXN101,2025-04-11,Electronics,South,405993.939393939,227260.606060606,48927.2727272728,26160.6060606061,103645.454545455,393769.696969697,262315.151515152,405993.939393939,Paid
TXN102,2025-04-12,Furniture,North,409024.242424242,228957.575757575,49290.9090909091,26357.5757575758,104418.181818182,396721.212121212,264239.393939394,409024.242424242,Paid
TXN103,2025-04-13,Clothing,West,412054.545454545,230654.545454545,49654.5454545455,26554.5454545455,105190.909090909,399672.727272728,266163.636363636,412054.545454545,Paid
TXN104,2025-04-14,Electronics,East,415084.848484848,232351.515151515,50018.1818181819,26751.5151515152,105963.636363636,402624.242424243,268087.878787879,415084.848484848,Paid
TXN105,2025-04-15,Furniture,South,418115.151515151,234048.484848485,50381.8181818182,26948.4848484849,106736.363636364,405575.757575758,270012.121212121,418115.151515151,Paid
TXN106,2025-04-16,Clothing,North,421145.454545454,235745.454545454,50745.4545454546,27145.4545454546,107509.090909091,408527.272727273,271936.363636364,421145.454545454,Paid
TXN107,2025-04-17,Electronics,West,424175.757575757,237442.424242424,51109.090909091,27342.4242424243,108281.818181818,411478.787878788,273860.606060606,424175.757575757,Paid
TXN108,2025-04-18,Furniture,East,427206.06060606,239139.393939394,51472.7272727273,27539.393939394,109054.545454545,414430.303030303,275784.848484848,427206.06060606,Paid
TXN109,2025-04-19,Clothing,South,430236.363636363,240836.363636363,51836.3636363637,27736.3636363637,109827.272727273,417381.818181819,277709.090909091,430236.363636363,Paid
TXN110,2025-04-20,Electronics,North,433266.666666666,242533.333333333,52200.0000000001,27933.3333333334,110600.0,420333.333333334,279633.333333333,433266.666666666,Paid
TXN111,2025-04-21,Electronics,South,436296.969696969,244230.303030303,52563.6363636364,28130.3030303031,111372.727272727,423284.848484849,281557.575757576,436296.969696969,Paid
TXN112,2025-04-22,Furniture,North,439327.272727272,245927.272727272,52927.2727272728,28327.2727272728,112145.454545455,426236.363636364,283481.818181818,439327.272727272,Paid
TXN113,2025-04-23,Clothing,West,442357.575757575,247624.242424242,53290.9090909091,28524.2424242425,112918.181818182,429187.878787879,285406.060606061,442357.575757575,Paid
TXN114,2025-04-24,Electronics,East,445387.878787878,249321.212121212,53654.5454545455,28721.2121212122,113690.909090909,432139.393939394,287330.303030303,445387.878787878,Paid
TXN115,2025-04-25,Furniture,South,448418.181818182,251018.181818182,54018.1818181819,28918.1818181819,114463.636363636,435090.909090909,289254.545454545,448418.181818182,Paid
TXN116,2025-04-26,Clothing,North,451448.484848485,252715.151515151,54381.8181818182,29115.1515151516,115236.363636364,438042.424242425,291178.787878788,451448.484848485,Paid
TXN117,2025-04-27,Electronics,West,454478.787878788,254412.121212121,54745.4545454546,29312.1212121212,116009.090909091,440993.93939394,293103.03030303,454478.787878788,Paid
TXN118,2025-04-28,Furniture,East,457509.090909091,256109.090909091,55109.090909091,29509.0909090909,116781.818181818,443945.454545455,295027.272727273,457509.090909091,Paid
TXN119,2025-04-29,Clothing,South,460539.393939394,257806.06060606,55472.7272727273,29706.0606060606,117554.545454545,446896.96969697,296951.515151515,460539.393939394,Paid
TXN120,2025-04-30,Electronics,North,463569.696969697,259503.03030303,55836.3636363637,29903.0303030303,118327.272727273,449848.484848485,298875.757575758,463569.696969697,Paid
TXN121,2025-05-01,Electronics,South,466600.0,261200.0,56200.0000000001,30100.0,119100.0,452800.0,300800.0,466600.0,Paid
TXN122,2025-05-02,Furniture,North,469630.303030303,262896.969696969,56563.6363636364,30296.9696969697,119872.727272727,455751.515151515,302724.242424242,469630.303030303,Paid
TXN123,2025-05-03,Clothing,West,472660.606060606,264593.939393939,56927.2727272728,30493.9393939394,120645.454545455,458703.030303031,304648.484848485,472660.606060606,Paid
TXN124,2025-05-04,Electronics,East,475690.909090909,266290.909090909,57290.9090909092,30690.9090909091,121418.181818182,461654.545454546,306572.727272727,475690.909090909,Paid
TXN125,2025-05-05,Furniture,South,478721.212121212,267987.878787879,57654.5454545455,30887.8787878788,122190.909090909,464606.060606061,308496.96969697,478721.212121212,Paid
TXN126,2025-05-06,Clothing,North,481751.515151515,269684.848484848,58018.1818181819,31084.8484848485,122963.636363636,467557.575757576,310421.212121212,481751.515151515,Paid
TXN127,2025-05-07,Electronics,West,484781.818181818,271381.818181818,58381.8181818182,31281.8181818182,123736.363636364,470509.090909091,312345.454545455,484781.818181818,Paid
TXN128,2025-05-08,Furniture,East,487812.121212121,273078.787878788,58745.4545454546,31478.7878787879,124509.090909091,473460.606060606,314269.696969697,487812.121212121,Paid
TXN129,2025-05-09,Clothing,South,490842.424242424,274775.757575757,59109.090909091,31675.7575757576,125281.818181818,476412.121212122,316193.939393939,490842.424242424,Paid
TXN130,2025-05-10,Electronics,North,493872.727272727,276472.727272727,59472.7272727273,31872.7272727273,126054.545454545,479363.636363637,318118.181818182,493872.727272727,Paid
TXN131,2025-05-11,Electronics,South,496903.03030303,278169.696969697,59836.3636363637,32069.696969697,126827.272727272,482315.151515152,320042.424242424,496903.03030303,Paid
TXN132,2025-05-12,Furniture,North,499933.333333333,279866.666666666,60200.0000000001,32266.6666666667,127600.0,485266.666666667,321966.666666667,499933.333333333,Paid
TXN133,2025-05-13,Clothing,West,502963.636363636,281563.636363636,60563.6363636364,32463.6363636364,128372.727272727,488218.181818182,323890.909090909,502963.636363636,Paid
TXN134,2025-05-14,Electronics,East,505993.939393939,283260.606060606,60927.2727272728,32660.6060606061,129145.454545454,491169.696969697,325815.151515152,505993.939393939,Paid
TXN135,2025-05-15,Furniture,South,509024.242424242,284957.575757575,61290.9090909092,32857.5757575758,129918.181818182,494121.212121213,327739.393939394,509024.242424242,Paid
TXN136,2025-05-16,Clothing,North,512054.545454545,286654.545454545,61654.5454545455,33054.5454545455,130690.909090909,497072.727272728,329663.636363636,512054.545454545,Paid
TXN137,2025-05-17,Electronics,West,515084.848484848,288351.515151515,62018.1818181819,33251.5151515152,131463.636363636,500024.242424243,331587.878787879,515084.848484848,Paid
TXN138,2025-05-18,Furniture,East,518115.151515151,290048.484848485,62381.8181818182,33448.4848484849,132236.363636363,502975.757575758,333512.121212121,518115.151515151,Paid
TXN139,2025-05-19,Clothing,South,521145.454545454,291745.454545454,62745.4545454546,33645.4545454546,133009.090909091,505927.272727273,335436.363636364,521145.454545454,Paid
TXN140,2025-05-20,Electronics,North,524175.757575757,293442.424242424,63109.090909091,33842.4242424243,133781.818181818,508878.787878788,337360.606060606,524175.757575757,Paid
TXN141,2025-05-21,Electronics,South,527206.06060606,295139.393939394,63472.7272727273,34039.393939394,134554.545454545,511830.303030303,339284.848484849,527206.06060606,Paid
TXN142,2025-05-22,Furniture,North,530236.363636363,296836.363636363,63836.3636363637,34236.3636363637,135327.272727272,514781.818181819,341209.090909091,530236.363636363,Paid
TXN143,2025-05-23,Clothing,West,533266.666666666,298533.333333333,64200.0000000001,34433.3333333334,136100.0,517733.333333334,343133.333333333,533266.666666666,Paid
TXN144,2025-05-24,Electronics,East,536296.969696969,300230.303030303,64563.6363636364,34630.3030303031,136872.727272727,520684.848484849,345057.575757576,536296.969696969,Paid
TXN145,2025-05-25,Furniture,South,539327.272727272,301927.272727272,64927.2727272728,34827.2727272728,137645.454545454,523636.363636364,346981.818181818,539327.272727272,Paid
TXN146,2025-05-26,Clothing,North,542357.575757576,303624.242424242,65290.9090909092,35024.2424242425,138418.181818182,526587.878787879,348906.060606061,542357.575757576,Paid
TXN147,2025-05-27,Electronics,West,545387.878787878,305321.212121212,65654.5454545455,35221.2121212122,139190.909090909,529539.393939394,350830.303030303,545387.878787878,Paid
TXN148,2025-05-28,Furniture,East,548418.181818182,307018.181818182,66018.1818181819,35418.1818181819,139963.636363636,532490.909090909,352754.545454545,548418.181818182,Paid
TXN149,2025-05-29,Clothing,South,551448.484848485,308715.151515151,66381.8181818183,35615.1515151516,140736.363636363,535442.424242425,354678.787878788,551448.484848485,Paid
TXN150,2025-05-30,Electronics,North,554478.787878788,310412.121212121,66745.4545454546,35812.1212121212,141509.090909091,538393.93939394,356603.03030303,554478.787878788,Paid
TXN151,2025-05-31,Electronics,South,557509.090909091,312109.090909091,67109.090909091,36009.0909090909,142281.818181818,541345.454545455,358527.272727273,557509.090909091,Paid
TXN152,2025-06-01,Furniture,North,560539.393939394,313806.06060606,67472.7272727273,36206.0606060606,143054.545454545,544296.96969697,360451.515151515,560539.393939394,Paid
TXN153,2025-06-02,Clothing,West,563569.696969697,315503.03030303,67836.3636363637,36403.0303030303,143827.272727272,547248.484848485,362375.757575758,563569.696969697,Paid
TXN154,2025-06-03,Electronics,East,566600.0,317200.0,68200.0000000001,36600.0,144600.0,550200.0,364300.0,566600.0,Paid
TXN155,2025-06-04,Furniture,South,569630.303030303,318896.969696969,68563.6363636364,36796.9696969697,145372.727272727,553151.515151516,366224.242424242,569630.303030303,Paid
TXN156,2025-06-05,Clothing,North,572660.606060606,320593.939393939,68927.2727272728,36993.9393939394,146145.454545454,556103.030303031,368148.484848485,572660.606060606,Paid
TXN157,2025-06-06,Electronics,West,575690.909090909,322290.909090909,69290.9090909092,37190.9090909091,146918.181818182,559054.545454546,370072.727272727,575690.909090909,Paid
TXN158,2025-06-07,Furniture,East,578721.212121212,323987.878787879,69654.5454545455,37387.8787878788,147690.909090909,562006.060606061,371996.96969697,578721.212121212,Paid
TXN159,2025-06-08,Clothing,South,581751.515151515,325684.848484848,70018.1818181819,37584.8484848485,148463.636363636,564957.575757576,373921.212121212,581751.515151515,Paid
TXN160,2025-06-09,Electronics,North,584781.818181818,327381.818181818,70381.8181818183,37781.8181818182,149236.363636363,567909.090909091,375845.454545455,584781.818181818,Paid
TXN161,2025-06-10,Electronics,South,587812.121212121,329078.787878788,70745.4545454546,37978.7878787879,150009.090909091,570860.606060606,377769.696969697,587812.121212121,Paid
TXN162,2025-06-11,Furniture,North,590842.424242424,330775.757575757,71109.090909091,38175.7575757576,150781.818181818,573812.121212122,379693.939393939,590842.424242424,Paid
TXN163,2025-06-12,Clothing,West,593872.727272727,332472.727272727,71472.7272727273,38372.7272727273,151554.545454545,576763.636363637,381618.181818182,593872.727272727,Paid
TXN164,2025-06-13,Electronics,East,596903.03030303,334169.696969697,71836.3636363637,38569.696969697,152327.272727272,579715.151515152,383542.424242424,596903.03030303,Paid
TXN165,2025-06-14,Furniture,South,599933.333333333,335866.666666666,72200.0000000001,38766.6666666667,153100.0,582666.666666667,385466.666666667,599933.333333333,Paid
TXN166,2025-06-15,Clothing,North,602963.636363636,337563.636363636,72563.6363636364,38963.6363636364,153872.727272727,585618.181818182,387390.909090909,602963.636363636,Paid
TXN167,2025-06-16,Electronics,West,605993.939393939,339260.606060606,72927.2727272728,39160.6060606061,154645.454545454,588569.696969697,389315.151515152,605993.939393939,Paid
TXN168,2025-06-17,Furniture,East,609024.242424242,340957.575757576,73290.9090909092,39357.5757575758,155418.181818182,591521.212121213,391239.393939394,609024.242424242,Paid
TXN169,2025-06-18,Clothing,South,612054.545454545,342654.545454545,73654.5454545455,39554.5454545455,156190.909090909,594472.727272728,393163.636363636,612054.545454545,Paid
TXN170,2025-06-19,Electronics,North,615084.848484848,344351.515151515,74018.1818181819,39751.5151515152,156963.636363636,597424.242424243,395087.878787879,615084.848484848,Paid
TXN171,2025-06-20,Electronics,South,618115.151515151,346048.484848485,74381.8181818183,39948.4848484849,157736.363636363,600375.757575758,397012.121212121,618115.151515151,Paid
TXN172,2025-06-21,Furniture,North,621145.454545454,347745.454545454,74745.4545454546,40145.4545454546,158509.090909091,603327.272727273,398936.363636364,621145.454545454,Paid
TXN173,2025-06-22,Clothing,West,624175.757575757,349442.424242424,75109.090909091,40342.4242424243,159281.818181818,606278.787878788,400860.606060606,624175.757575757,Paid
