Product_ID,Product_Name,Category,Date,Quantity,Sales_Amount,Unit_Price,Cost_Price,Profit
P058,Notebook,Books,2026-09-08,141.254545454546,-174376.363636364,-23541.8181818182,-17852.1818181818,-34827.2727272727
P059,Phone Charger,Mobile Accessories,2026-09-09,143.472727272727,-178228.484848485,-24029.0909090909,-18219.5757575758,-35663.0303030303
P060,Rice 5kg,Groceries,2026-09-09,145.690909090909,-182080.606060606,-24516.3636363636,-18586.9696969697,-36498.7878787879
P061,Laptop Pro 21,Electronics,2026-09-05,147.909090909091,-185932.727272728,-25003.6363636363,-18954.3636363637,-37334.5454545454
P062,Wireless Mouse,Electronics,2026-09-05,150.127272727273,-189784.848484849,-25490.9090909091,-19321.7575757576,-38170.303030303
P063,Cotton Shirt,Clothing,2026-09-06,152.345454545455,-193636.96969697,-25978.1818181818,-19689.1515151515,-39006.0606060606
P064,Office Chair,Furniture,2026-09-06,154.563636363637,-197489.090909091,-26465.4545454545,-20056.5454545455,-39841.8181818182
P065,Air Fryer,Home Appliances,2026-09-07,156.781818181818,-201341.212121213,-26952.7272727272,-20423.9393939394,-40677.5757575757
P066,Running Shoes,Sports,2026-09-07,159.0,-205193.333333334,-27440.0,-20791.3333333334,-41513.3333333333
P067,Face Cream,Beauty,2026-09-08,161.218181818182,-209045.454545455,-27927.2727272727,-21158.7272727273,-42349.0909090909
P068,Notebook,Books,2026-09-08,163.436363636364,-212897.575757576,-28414.5454545454,-21526.1212121212,-43184.8484848485
P069,Phone Charger,Mobile Accessories,2026-09-09,165.654545454546,-216749.696969697,-28901.8181818182,-21893.5151515152,-44020.606060606
P070,Rice 5kg,Groceries,2026-09-09,167.872727272727,-220601.818181819,-29389.0909090909,-22260.9090909091,-44856.3636363636
P071,Laptop Pro 22,Electronics,2026-09-05,170.090909090909,-224453.93939394,-29876.3636363636,-22628.3030303031,-45692.1212121212
P072,Wireless Mouse,Electronics,2026-09-05,172.309090909091,-228306.060606061,-30363.6363636363,-22995.696969697,-46527.8787878788
P073,Cotton Shirt,Clothing,2026-09-06,174.527272727273,-232158.181818182,-30850.9090909091,-23363.0909090909,-47363.6363636363
P074,Office Chair,Furniture,2026-09-06,176.745454545455,-236010.303030303,-31338.1818181818,-23730.4848484849,-48199.3939393939
P075,Air Fryer,Home Appliances,2026-09-07,178.963636363637,-239862.424242425,-31825.4545454545,-24097.8787878788,-49035.1515151515
P076,Running Shoes,Sports,2026-09-07,181.181818181818,-243714.545454546,-32312.7272727272,-24465.2727272728,-49870.9090909091
P077,Face Cream,Beauty,2026-09-08,183.4,-247566.666666667,-32800.0,-24832.6666666667,-50706.6666666666
P078,Notebook,Books,2026-09-08,185.618181818182,-251418.787878788,-33287.2727272727,-25200.0606060606,-51542.4242424242
P079,Phone Charger,Mobile Accessories,2026-09-09,187.836363636364,-255270.90909091,-33774.5454545454,-25567.4545454546,-52378.1818181818
P080,Rice 5kg,Groceries,2026-09-09,190.054545454546,-259123.030303031,-34261.8181818182,-25934.8484848485,-53213.9393939394
P081,Laptop Pro 23,Electronics,2026-09-05,192.272727272727,-262975.151515152,-34749.0909090909,-26302.2424242425,-54049.6969696969
P082,Wireless Mouse,Electronics,2026-09-05,194.490909090909,-266827.272727273,-35236.3636363636,-26669.6363636364,-54885.4545454545
P083,Cotton Shirt,Clothing,2026-09-06,196.709090909091,-270679.393939394,-35723.6363636363,-27037.0303030303,-55721.2121212121
P084,Office Chair,Furniture,2026-09-06,198.927272727273,-274531.515151516,-36210.9090909091,-27404.4242424243,-56556.9696969697
P085,Air Fryer,Home Appliances,2026-09-07,201.145454545455,-278383.636363637,-36698.1818181818,-27771.8181818182,-57392.7272727272
P086,Running Shoes,Sports,2026-09-07,203.363636363637,-282235.757575758,-37185.4545454545,-28139.2121212122,-58228.4848484848
P087,Face Cream,Beauty,2026-09-08,205.581818181818,-286087.878787879,-37672.7272727272,-28506.6060606061,-59064.2424242424
P088,Notebook,Books,2026-09-08,207.8,-289940.0,-38160.0,-28874.0,-59900.0
P089,Phone Charger,Mobile Accessories,2026-09-09,210.018181818182,-293792.121212122,-38647.2727272727,-29241.393939394,-60735.7575757575
P090,Rice 5kg,Groceries,2026-09-09,212.236363636364,-297644.242424243,-39134.5454545454,-29608.7878787879,-61571.5151515151
P091,Laptop Pro 24,Electronics,2026-09-05,214.454545454546,-301496.363636364,-39621.8181818182,-29976.1818181819,-62407.2727272727
P092,Wireless Mouse,Electronics,2026-09-05,216.672727272727,-305348.484848485,-40109.0909090909,-30343.5757575758,-63243.0303030303
P093,Cotton Shirt,Clothing,2026-09-06,218.890909090909,-309200.606060606,-40596.3636363636,-30710.9696969697,-64078.7878787878
P094,Office Chair,Furniture,2026-09-06,221.109090909091,-313052.727272728,-41083.6363636363,-31078.3636363637,-64914.5454545454
P095,Air Fryer,Home Appliances,2026-09-07,223.327272727273,-316904.848484849,-41570.9090909091,-31445.7575757576,-65750.303030303
P096,Running Shoes,Sports,2026-09-07,225.545454545455,-320756.96969697,-42058.1818181818,-31813.1515151515,-66586.0606060606
P097,Face Cream,Beauty,2026-09-08,227.763636363637,-324609.090909091,-42545.4545454545,-32180.5454545455,-67421.8181818182
P098,Notebook,Books,2026-09-08,229.981818181818,-328461.212121213,-43032.7272727272,-32547.9393939394,-68257.5757575757
P099,Phone Charger,Mobile Accessories,2026-09-09,232.2,-332313.333333334,-43520.0,-32915.3333333334,-69093.3333333333
P100,Rice 5kg,Groceries,2026-09-09,234.418181818182,-336165.454545455,-44007.2727272727,-33282.7272727273,-69929.0909090909
P101,Laptop Pro 25,Electronics,2026-09-05,236.636363636364,-340017.575757576,-44494.5454545454,-33650.1212121212,-70764.8484848485
P102,Wireless Mouse,Electronics,2026-09-05,238.854545454546,-343869.696969697,-44981.8181818182,-34017.5151515152,-71600.606060606
P103,Cotton Shirt,Clothing,2026-09-06,241.072727272727,-347721.818181819,-45469.0909090909,-34384.9090909091,-72436.3636363636
P104,Office Chair,Furniture,2026-09-06,243.290909090909,-351573.93939394,-45956.3636363636,-34752.3030303031,-73272.1212121212
P105,Air Fryer,Home Appliances,2026-09-07,245.509090909091,-355426.060606061,-46443.6363636363,-35119.696969697,-74107.8787878788
P106,Running Shoes,Sports,2026-09-07,247.727272727273,-359278.181818182,-46930.9090909091,-35487.0909090909,-74943.6363636363
P107,Face Cream,Beauty,2026-09-08,249.945454545455,-363130.303030303,-47418.1818181818,-35854.4848484849,-75779.3939393939
P108,Notebook,Books,2026-09-08,252.163636363637,-366982.424242425,-47905.4545454545,-36221.8787878788,-76615.1515151515
P109,Phone Charger,Mobile Accessories,2026-09-09,254.381818181818,-370834.545454546,-48392.7272727272,-36589.2727272728,-77450.9090909091
P110,Rice 5kg,Groceries,2026-09-09,256.6,-374686.666666667,-48880.0,-36956.6666666667,-78286.6666666666
P111,Laptop Pro 26,Electronics,2026-09-05,258.818181818182,-378538.787878788,-49367.2727272727,-37324.0606060606,-79122.4242424242
P112,Wireless Mouse,Electronics,2026-09-05,261.036363636364,-382390.909090909,-49854.5454545454,-37691.4545454546,-79958.1818181818
P113,Cotton Shirt,Clothing,2026-09-06,263.254545454546,-386243.030303031,-50341.8181818182,-38058.8484848485,-80793.9393939394
P114,Office Chair,Furniture,2026-09-06,265.472727272727,-390095.151515152,-50829.0909090909,-38426.2424242425,-81629.6969696969
P115,Air Fryer,Home Appliances,2026-09-07,267.690909090909,-393947.272727273,-51316.3636363636,-38793.6363636364,-82465.4545454545
P116,Running Shoes,Sports,2026-09-07,269.909090909091,-397799.393939394,-51803.6363636363,-39161.0303030303,-83301.2121212121
P117,Face Cream,Beauty,2026-09-08,272.127272727273,-401651.515151516,-52290.9090909091,-39528.4242424243,-84136.9696969697
P118,Notebook,Books,2026-09-08,274.345454545455,-405503.636363637,-52778.1818181818,-39895.8181818182,-84972.7272727272
P119,Phone Charger,Mobile Accessories,2026-09-09,276.563636363637,-409355.757575758,-53265.4545454545,-40263.2121212122,-85808.4848484848
P120,Rice 5kg,Groceries,2026-09-09,278.781818181818,-413207.878787879,-53752.7272727272,-40630.6060606061,-86644.2424242424
P121,Laptop Pro 27,Electronics,2026-09-05,281.0,-417060.0,-54240.0,-40998.0,-87479.9999999999
P122,Wireless Mouse,Electronics,2026-09-05,283.218181818182,-420912.121212122,-54727.2727272727,-41365.393939394,-88315.7575757579
P123,Cotton Shirt,Clothing,2026-09-06,285.436363636364,-424764.242424243,-55214.5454545454,-41732.7878787879,-89151.5151515149
P124,Office Chair,Furniture,2026-09-06,287.654545454546,-428616.363636364,-55701.8181818181,-42100.1818181819,-89987.2727272729
P125,Air Fryer,Home Appliances,2026-09-07,289.872727272727,-432468.484848485,-56189.0909090909,-42467.5757575758,-90823.0303030299
P126,Running Shoes,Sports,2026-09-07,292.090909090909,-436320.606060606,-56676.3636363636,-42834.9696969697,-91658.7878787879
P127,Face Cream,Beauty,2026-09-08,294.309090909091,-440172.727272728,-57163.6363636363,-43202.3636363637,-92494.5454545459
P128,Notebook,Books,2026-09-08,296.527272727273,-444024.848484849,-57650.9090909091,-43569.7575757576,-93330.3030303029
P129,Phone Charger,Mobile Accessories,2026-09-09,298.745454545455,-447876.96969697,-58138.1818181818,-43937.1515151515,-94166.0606060609
P130,Rice 5kg,Groceries,2026-09-09,300.963636363637,-451729.090909091,-58625.4545454545,-44304.5454545455,-95001.8181818179
P131,Laptop Pro 28,Electronics,2026-09-05,303.181818181818,-455581.212121213,-59112.7272727272,-44671.9393939394,-95837.5757575759
P132,Wireless Mouse,Electronics,2026-09-05,305.4,-459433.333333334,-59600.0,-45039.3333333334,-96673.3333333329
P133,Cotton Shirt,Clothing,2026-09-06,307.618181818182,-463285.454545455,-60087.2727272727,-45406.7272727273,-97509.0909090909
P134,Office Chair,Furniture,2026-09-06,309.836363636364,-467137.575757576,-60574.5454545454,-45774.1212121212,-98344.8484848489
P135,Air Fryer,Home Appliances,2026-09-07,312.054545454546,-470989.696969697,-61061.8181818181,-46141.5151515152,-99180.6060606059
P136,Running Shoes,Sports,2026-09-07,314.272727272727,-474841.818181819,-61549.0909090909,-46508.9090909091,-100016.363636364
P137,Face Cream,Beauty,2026-09-08,316.490909090909,-478693.93939394,-62036.3636363636,-46876.3030303031,-100852.121212121
P138,Notebook,Books,2026-09-08,318.709090909091,-482546.06060606,-62523.6363636363,-47243.696969697,-101687.878787879
P139,Phone Charger,Mobile Accessories,2026-09-09,320.927272727273,-486398.181818181,-63010.9090909091,-47611.0909090909,-102523.636363636
P140,Rice 5kg,Groceries,2026-09-09,323.145454545455,-490250.303030303,-63498.1818181818,-47978.4848484849,-103359.393939394
P141,Laptop Pro 29,Electronics,2026-09-05,325.363636363637,-494102.424242424,-63985.4545454545,-48345.8787878788,-104195.151515152
P142,Wireless Mouse,Electronics,2026-09-05,327.581818181818,-497954.545454546,-64472.7272727272,-48713.2727272728,-105030.909090909
P143,Cotton Shirt,Clothing,2026-09-06,329.8,-501806.666666667,-64960.0,-49080.6666666667,-105866.666666667
P144,Office Chair,Furniture,2026-09-06,332.018181818182,-505658.787878788,-65447.2727272727,-49448.0606060606,-106702.424242424
P145,Air Fryer,Home Appliances,2026-09-07,334.236363636364,-509510.909090909,-65934.5454545454,-49815.4545454546,-107538.181818182
P146,Running Shoes,Sports,2026-09-07,336.454545454546,-513363.030303031,-66421.8181818182,-50182.8484848485,-108373.939393939
P147,Face Cream,Beauty,2026-09-08,338.672727272727,-517215.151515152,-66909.0909090909,-50550.2424242425,-109209.696969697
P148,Notebook,Books,2026-09-08,340.890909090909,-521067.272727273,-67396.3636363636,-50917.6363636364,-110045.454545455
P149,Phone Charger,Mobile Accessories,2026-09-09,343.109090909091,-524919.393939394,-67883.6363636363,-51285.0303030303,-110881.212121212
P150,Rice 5kg,Groceries,2026-09-09,345.327272727273,-528771.515151516,-68370.9090909091,-51652.4242424243,-111716.96969697
P151,Laptop Pro 30,Electronics,2026-09-05,347.545454545455,-532623.636363637,-68858.1818181818,-52019.8181818182,-112552.727272727
P152,Wireless Mouse,Electronics,2026-09-05,349.763636363637,-536475.757575758,-69345.4545454545,-52387.2121212122,-113388.484848485
P153,Cotton Shirt,Clothing,2026-09-06,351.981818181818,-540327.878787879,-69832.7272727272,-52754.6060606061,-114224.242424242
P154,Office Chair,Furniture,2026-09-06,354.2,-544180.0,-70320.0,-53122.0,-115060.0
P155,Air Fryer,Home Appliances,2026-09-07,356.418181818182,-548032.121212122,-70807.2727272727,-53489.393939394,-115895.757575758
P156,Running Shoes,Sports,2026-09-07,358.636363636364,-551884.242424243,-71294.5454545454,-53856.7878787879,-116731.515151515
P157,Face Cream,Beauty,2026-09-08,360.854545454546,-555736.363636364,-71781.8181818182,-54224.1818181819,-117567.272727273
P158,Notebook,Books,2026-09-08,363.072727272727,-559588.484848485,-72269.0909090909,-54591.5757575758,-118403.03030303
P159,Phone Charger,Mobile Accessories,2026-09-09,365.290909090909,-563440.606060606,-72756.3636363636,-54958.9696969697,-119238.787878788
