Customer_ID,Registration_Date,Last_Order_Date,Order_Count,Total_Spend,Order_Value,Region,City,State,Country,Gender,Age,Customer_Segment,Customer_Status
CUST087,2026-02-10,2026-08-18,-1.53308270676693,-5568.53383458647,2990.98721804511,West,Pune,Maharashtra,India,Male,29.1691729323308,Regular,Active
CUST088,2026-02-15,2026-05-12,-1.65639097744363,-6294.88721804517,2962.27593984962,North,Jaipur,Rajasthan,India,Female,29.1360902255639,New,Inactive
CUST089,2026-02-22,2026-08-27,-1.77969924812033,-7021.24060150376,2933.56466165413,South,Bengaluru,Karnataka,India,Male,29.103007518797,Premium,Active
CUST090,2026-03-01,2026-08-22,-1.90300751879703,-7747.59398496236,2904.85338345864,East,Bhubaneswar,Odisha,India,Female,29.0699248120301,Regular,Active
CUST091,2026-03-07,2026-07-10,-2.02631578947373,-8473.94736842106,2876.14210526315,North,Lucknow,Uttar Pradesh,India,Male,29.0368421052632,Regular,Inactive
CUST092,2026-03-14,2026-08-29,-2.14962406015043,-9200.30075187966,2847.43082706767,West,Mumbai,Maharashtra,India,Female,29.0037593984962,Premium,Active
CUST093,2026-03-20,2026-08-16,-2.27293233082703,-9926.65413533836,2818.71954887218,South,Chennai,Tamil Nadu,India,Male,28.9706766917293,Regular,Active
CUST094,2026-03-28,2026-04-03,-2.39624060150373,-10653.007518797,2790.00827067669,East,Kolkata,West Bengal,India,Female,28.9375939849624,New,Inactive
CUST095,2026-04-05,2026-08-25,-2.51954887218043,-11379.3609022557,2761.2969924812,South,Hyderabad,Telangana,India,Male,28.9045112781955,Premium,Active
CUST096,2026-04-12,2026-08-19,-2.64285714285713,-12105.7142857143,2732.58571428571,North,Delhi,Delhi,India,Female,28.8714285714286,Regular,Active
CUST097,2026-04-18,2026-06-14,-2.76616541353383,-12832.067669173,2703.87443609022,West,Ahmedabad,Gujarat,India,Male,28.8383458646617,New,Inactive
CUST098,2026-04-25,2026-08-31,-2.88947368421053,-13558.4210526316,2675.16315789473,South,Bengaluru,Karnataka,India,Female,28.8052631578947,Premium,Active
CUST099,2026-05-02,2026-08-21,-3.01278195488723,-14284.7744360903,2646.45187969925,West,Pune,Maharashtra,India,Male,28.7721804511278,Regular,Active
CUST100,2026-05-10,2026-08-08,-3.13609022556393,-15011.1278195489,2617.74060150376,North,Jaipur,Rajasthan,India,Female,28.7390977443609,Regular,Inactive
CUST101,2026-01-05,2026-08-25,-3.25939849624063,-15737.4812030076,2589.02932330827,South,Bengaluru,Karnataka,India,Male,28.706015037594,Premium,Active
CUST102,2026-01-08,2026-08-20,-3.38270676691733,-16463.8345864662,2560.31804511278,South,Chennai,Tamil Nadu,India,Female,28.6729323308271,Regular,Active
CUST103,2026-01-12,2026-07-15,-3.50601503759403,-17190.1879699249,2531.60676691729,West,Mumbai,Maharashtra,India,Male,28.6398496240602,Regular,Inactive
CUST104,2026-01-18,2026-08-28,-3.62932330827073,-17916.5413533835,2502.8954887218,North,Delhi,Delhi,India,Female,28.6067669172932,Premium,Active
CUST105,2026-01-25,2026-06-05,-3.75263157894733,-18642.8947368422,2474.18421052631,East,Kolkata,West Bengal,India,Male,28.5736842105263,New,Inactive
CUST106,2026-02-02,2026-08-30,-3.87593984962403,-19369.2481203008,2445.47293233082,South,Hyderabad,Telangana,India,Female,28.5406015037594,Premium,Active
CUST107,2026-02-10,2026-08-18,-3.99924812030073,-20095.6015037594,2416.76165413534,West,Pune,Maharashtra,India,Male,28.5075187969925,Regular,Active
CUST108,2026-02-15,2026-05-12,-4.12255639097743,-20821.9548872181,2388.05037593985,North,Jaipur,Rajasthan,India,Female,28.4744360902256,New,Inactive
CUST109,2026-02-22,2026-08-27,-4.24586466165413,-21548.3082706767,2359.33909774436,South,Bengaluru,Karnataka,India,Male,28.4413533834587,Premium,Active
CUST110,2026-03-01,2026-08-22,-4.36917293233083,-22274.6616541354,2330.62781954887,East,Bhubaneswar,Odisha,India,Female,28.4082706766917,Regular,Active
CUST111,2026-03-07,2026-07-10,-4.49248120300753,-23001.015037594,2301.91654135338,North,Lucknow,Uttar Pradesh,India,Male,28.3751879699248,Regular,Inactive
CUST112,2026-03-14,2026-08-29,-4.61578947368423,-23727.3684210527,2273.20526315789,West,Mumbai,Maharashtra,India,Female,28.3421052631579,Premium,Active
CUST113,2026-03-20,2026-08-16,-4.73909774436093,-24453.7218045113,2244.4939849624,South,Chennai,Tamil Nadu,India,Male,28.309022556391,Regular,Active
CUST114,2026-03-28,2026-04-03,-4.86240601503763,-25180.07518797,2215.78270676691,East,Kolkata,West Bengal,India,Female,28.2759398496241,New,Inactive
CUST115,2026-04-05,2026-08-25,-4.98571428571433,-25906.4285714286,2187.07142857143,South,Hyderabad,Telangana,India,Male,28.2428571428572,Premium,Active
CUST116,2026-04-12,2026-08-19,-5.10902255639103,-26632.7819548873,2158.36015037594,North,Delhi,Delhi,India,Female,28.2097744360902,Regular,Active
CUST117,2026-04-18,2026-06-14,-5.23233082706773,-27359.1353383459,2129.64887218045,West,Ahmedabad,Gujarat,India,Male,28.1766917293233,New,Inactive
CUST118,2026-04-25,2026-08-31,-5.35563909774433,-28085.4887218045,2100.93759398496,South,Bengaluru,Karnataka,India,Female,28.1436090225564,Premium,Active
CUST119,2026-05-02,2026-08-21,-5.47894736842103,-28811.8421052632,2072.22631578947,West,Pune,Maharashtra,India,Male,28.1105263157895,Regular,Active
CUST120,2026-05-10,2026-08-08,-5.60225563909773,-29538.1954887218,2043.51503759398,North,Jaipur,Rajasthan,India,Female,28.0774436090226,Regular,Inactive
CUST121,2026-01-05,2026-08-25,-5.72556390977443,-30264.5488721805,2014.80375939849,South,Bengaluru,Karnataka,India,Male,28.0443609022556,Premium,Active
CUST122,2026-01-08,2026-08-20,-5.84887218045113,-30990.9022556391,1986.092481203,South,Chennai,Tamil Nadu,India,Female,28.0112781954887,Regular,Active
CUST123,2026-01-12,2026-07-15,-5.97218045112783,-31717.2556390978,1957.38120300752,West,Mumbai,Maharashtra,India,Male,27.9781954887218,Regular,Inactive
CUST124,2026-01-18,2026-08-28,-6.09548872180453,-32443.6090225564,1928.66992481203,North,Delhi,Delhi,India,Female,27.9451127819549,Premium,Active
CUST125,2026-01-25,2026-06-05,-6.21879699248123,-33169.9624060151,1899.95864661654,East,Kolkata,West Bengal,India,Male,27.912030075188,New,Inactive
CUST126,2026-02-02,2026-08-30,-6.34210526315793,-33896.3157894737,1871.24736842105,South,Hyderabad,Telangana,India,Female,27.8789473684211,Premium,Active
CUST127,2026-02-10,2026-08-18,-6.46541353383463,-34622.6691729324,1842.53609022556,West,Pune,Maharashtra,India,Male,27.8458646616541,Regular,Active
CUST128,2026-02-15,2026-05-12,-6.58872180451133,-35349.022556391,1813.82481203007,North,Jaipur,Rajasthan,India,Female,27.8127819548872,New,Inactive
CUST129,2026-02-22,2026-08-27,-6.71203007518803,-36075.3759398497,1785.11353383458,South,Bengaluru,Karnataka,India,Male,27.7796992481203,Premium,Active
