Order_ID,Order_Date,Customer_ID,Product_ID,Product_Name,Category,Region,City,Quantity,Unit_Price,Discount_Percent,Revenue,Cost,Profit,Payment_Method,Order_Status
O000042,2025-11-16,C00206,P0083,Fashion Product 083,Fashion,South,Hyderabad,2,3893.45,15.0,6618.86,6229.52,389.34,Cash,Completed
O000043,2025-11-28,C00372,P0058,Fashion Product 058,Fashion,South,Bengaluru,1,3370.65,15.0,2865.05,2696.52,168.53,Wallet,Completed
O000044,2025-12-16,C00485,P0096,Electronics Product 096,Electronics,Central,Nagpur,5,2784.06,5.0,13224.28,11136.25,2088.03,Cash,Completed
O000045,2025-05-08,C00090,P0020,Sports Product 020,Sports,South,Bengaluru,4,3689.4,10.0,13281.84,11806.08,1475.76,Cash,Completed
O000046,2025-03-25,C00370,P0031,Electronics Product 031,Electronics,North,Jaipur,2,6070.56,10.0,10927.01,1946.96,8980.05,Net Banking,Completed
O000047,2025-08-01,C00471,P0087,Home Product 087,Home,North,Chandigarh,4,5255.47,10.0,18919.69,2264.6,16655.09,Card,Completed
O000048,2025-12-06,C00159,P0100,Sports Product 100,Sports,East,Bhubaneswar,2,6735.82,0.0,13471.64,8119.24,5352.4,Wallet,Completed
O000049,2025-11-24,C00377,P0056,Electronics Product 056,Electronics,East,Bhubaneswar,4,7138.32,5.0,27125.62,8047.52,19078.1,UPI,Completed
O000050,2025-07-27,C00019,P0002,Home Product 002,Home,North,Chandigarh,5,4453.12,5.0,21152.32,17812.5,3339.82,Cash,Completed
O000051,2025-02-24,C00190,P0019,Beauty Product 019,Beauty,East,Guwahati,3,6745.83,5.0,19225.62,10798.62,8427.0,Cash,Completed
O000052,2025-06-03,C00347,P0035,Sports Product 035,Sports,South,Bengaluru,2,8253.41,5.0,15681.48,3025.76,12655.72,Net Banking,Cancelled
O000053,2025-09-17,C00018,P0005,Sports Product 005,Sports,South,Bengaluru,3,7082.09,5.0,20183.96,9925.08,10258.88,Net Banking,Completed
O000054,2025-07-23,C00426,P0009,Beauty Product 009,Beauty,East,Kolkata,5,4934.15,0.0,24670.75,19736.6,4934.15,Card,Completed
O000055,2025-05-06,C00461,P0015,Sports Product 015,Sports,West,Mumbai,4,4470.33,20.0,14305.06,14305.04,0.02,Wallet,Completed
O000056,2025-05-05,C00293,P0044,Beauty Product 044,Beauty,South,Hyderabad,4,3801.64,15.0,12925.58,12165.24,760.34,Card,Completed
O000057,2025-01-22,C00203,P0025,Sports Product 025,Sports,North,Chandigarh,2,5379.58,15.0,9145.29,8607.32,537.97,Card,Completed
O000058,2025-04-16,C00135,P0070,Sports Product 070,Sports,South,Bengaluru,5,4336.1,5.0,20596.47,17344.4,3252.07,Cash,Completed
O000059,2025-09-01,C00308,P0034,Beauty Product 034,Beauty,North,Jaipur,5,7768.65,10.0,34958.93,24095.05,10863.88,Cash,Completed
O000060,2025-03-29,C00350,P0030,Sports Product 030,Sports,East,Bhubaneswar,4,3054.9,15.0,10386.66,9775.68,610.98,UPI,Completed
O000061,2025-12-28,C00239,P0067,Home Product 067,Home,West,Pune,5,2982.59,15.0,12676.01,5915.3,6760.71,Net Banking,Completed
O000062,2025-01-31,C00390,P0066,Electronics Product 066,Electronics,West,Pune,5,5295.06,20.0,21180.24,5507.6,15672.64,Wallet,Completed
O000063,2025-08-03,C00326,P0060,Sports Product 060,Sports,West,Ahmedabad,2,7633.42,15.0,12976.81,9927.56,3049.25,Net Banking,Completed
O000064,2025-06-30,C00425,P0065,Sports Product 065,Sports,South,Bengaluru,1,7148.9,20.0,5719.12,833.1,4886.02,Net Banking,Returned
O000065,2025-10-31,C00119,P0089,Beauty Product 089,Beauty,North,Jaipur,3,5780.76,15.0,14740.94,13873.83,867.11,UPI,Completed
O000066,2025-11-20,C00299,P0083,Fashion Product 083,Fashion,Central,Nagpur,1,3893.45,,3114.76,3114.76,0.0,Cash,Completed
O000067,2025-07-17,C00035,P0004,Beauty Product 004,Beauty,Central,Indore,4,3466.38,10.0,12478.97,9557.32,2921.65,Card,Completed
O000068,2025-08-18,C00081,P0026,Electronics Product 026,Electronics,Central,Nagpur,2,2848.75,15.0,4842.88,3173.14,1669.74,Card,Completed
O000069,2025-09-12,C00452,P0022,Home Product 022,Home,West,Ahmedabad,4,5577.75,0.0,22311.0,15534.96,6776.04,Card,Completed
O000070,2025-07-09,C00331,P0024,Beauty Product 024,Beauty,North,Delhi,1,2905.51,0.0,2905.51,2324.41,581.1,Net Banking,Returned
O000071,2025-03-09,C00107,P0046,Electronics Product 046,Electronics,North,Delhi,3,8168.47,5.0,23280.14,1074.96,22205.18,Cash,Completed
O000072,2025-06-06,C00060,P0098,Fashion Product 098,Fashion,West,Ahmedabad,3,7898.73,10.0,21326.57,1490.46,19836.11,Card,Completed
O000073,2025-03-29,C00187,P0032,Home Product 032,Home,West,Ahmedabad,4,2912.1,0.0,11648.4,8239.4,3409.0,Net Banking,Completed
O000074,2025-06-19,C00313,P0069,Beauty Product 069,Beauty,North,Jaipur,2,2337.25,0.0,4674.5,632.4,4042.1,UPI,Completed
O000075,2025-08-12,C00254,P0056,Electronics Product 056,Electronics,Central,Bhopal,2,7138.32,0.0,14276.64,4023.76,10252.88,Wallet,Pending
O000076,2025-03-18,C00449,P0023,Fashion Product 023,Fashion,West,Mumbai,2,3632.79,15.0,6175.74,5812.46,363.28,Wallet,Completed
O000077,2025-04-01,C00351,P0034,Beauty Product 034,Beauty,West,Mumbai,4,7768.65,10.0,27967.14,19276.04,8691.1,Card,Returned
O000078,2025-10-27,C00229,P0004,Beauty Product 004,Beauty,East,Bhubaneswar,1,3466.38,5.0,3293.06,2389.33,903.73,Cash,Completed
O000079,2025-05-18,C00382,P0039,Beauty Product 039,Beauty,East,Kolkata,4,7352.91,0.0,29411.64,4358.68,25052.96,Cash,Completed
O000080,2025-03-14,C00462,P0094,Beauty Product 094,Beauty,Central,Nagpur,5,5366.1,15.0,22805.92,21464.4,1341.52,Wallet,Completed
O000081,2025-09-17,C00013,P0093,Fashion Product 093,Fashion,South,Hyderabad,2,4536.21,10.0,8165.18,3520.92,4644.26,Cash,Completed
O000082,2025-09-18,C00184,P0066,Electronics Product 066,Electronics,West,Mumbai,4,5295.06,0.0,21180.24,4406.08,16774.16,Net Banking,Completed
O000083,2025-10-28,C00024,P0083,Fashion Product 083,Fashion,North,Jaipur,5,3893.45,0.0,19467.25,15573.8,3893.45,UPI,Pending
O000084,2025-10-04,C00080,P0013,Fashion Product 013,Fashion,East,Kolkata,5,4305.64,15.0,18298.97,4335.65,13963.32,Card,Completed
O000085,2025-12-28,C00122,P0097,Home Product 097,Home,West,Pune,5,3422.29,5.0,16255.88,13689.15,2566.73,Wallet,Completed
O000086,2025-07-29,C00033,P0054,Beauty Product 054,Beauty,South,Hyderabad,1,4876.35,10.0,4388.72,3901.08,487.64,Net Banking,Completed
O000087,2025-04-15,C00479,P0075,Sports Product 075,Sports,West,Ahmedabad,5,8144.99,10.0,36652.46,16993.05,19659.41,UPI,Completed
O000088,2025-11-11,C00217,P0018,Fashion Product 018,Fashion,East,Kolkata,1,6795.4,0.0,6795.4,284.97,6510.43,Wallet,Completed
O000089,2025-04-07,C00021,P0069,Beauty Product 069,Beauty,North,Chandigarh,1,2337.25,15.0,1986.66,316.2,1670.46,Card,Pending
O000090,2025-04-16,C00072,P0006,Electronics Product 006,Electronics,East,Bhubaneswar,4,4936.68,0.0,19746.72,5317.52,14429.2,Cash,Completed
O000091,2025-10-29,C00186,P0052,Home Product 052,Home,North,Jaipur,4,3602.09,0.0,14408.36,11526.68,2881.68,Wallet,Completed
O000092,2025-11-17,C00457,P0095,Sports Product 095,Sports,West,Ahmedabad,4,2495.1,0.0,9980.4,5498.16,4482.24,Cash,Completed
O000093,2025-05-04,C00263,P0021,Electronics Product 021,Electronics,South,Bengaluru,3,4281.14,20.0,10274.74,10274.73,0.01,Wallet,Completed
O000094,2025-09-23,C00198,P0003,Fashion Product 003,Fashion,South,Bengaluru,2,6788.51,5.0,12898.17,7730.82,5167.35,UPI,Cancelled
O000095,2025-12-02,C00388,P0089,Beauty Product 089,Beauty,Central,Bhopal,5,5780.76,0.0,28903.8,23123.05,5780.75,Wallet,Completed
O000096,2025-10-18,C00251,P0042,Home Product 042,Home,North,Jaipur,2,2781.36,10.0,5006.45,4450.18,556.27,Cash,Completed
O000097,2025-01-02,C00231,P0024,Beauty Product 024,Beauty,West,Mumbai,5,2905.51,5.0,13801.17,11622.05,2179.12,Cash,Completed
O000098,2025-08-30,C00114,P0097,Home Product 097,Home,South,Chennai,1,3422.29,5.0,3251.18,2737.83,513.35,Cash,Completed
O000099,2025-03-03,C00306,P0018,Fashion Product 018,Fashion,West,Mumbai,1,6795.4,10.0,6115.86,284.97,5830.89,Card,Completed
O000100,2025-11-05,C00016,P0088,Fashion Product 088,Fashion,West,Ahmedabad,1,5208.94,,4688.05,4167.15,520.9,Cash,Completed
O000101,2025-01-25,C00228,P0079,Beauty Product 079,Beauty,Central,Bhopal,1,6934.89,10.0,6241.4,4681.86,1559.54,UPI,Completed
O000102,2025-12-28,C00179,P0047,Home Product 047,Home,East,Guwahati,1,4959.99,20.0,3967.99,3967.99,0.0,Wallet,Completed
O000103,2025-03-06,C00222,P0018,Fashion Product 018,Fashion,Central,Nagpur,1,6795.4,10.0,6115.86,284.97,5830.89,Wallet,Completed
O000104,2025-06-02,C00108,P0045,Sports Product 045,Sports,East,Bhubaneswar,3,3762.55,10.0,10158.89,9030.12,1128.77,UPI,Cancelled
O000105,2025-03-27,C00466,P0029,Beauty Product 029,Beauty,South,Hyderabad,2,1220.38,0.0,2440.76,715.76,1725.0,UPI,Pending
O000106,2025-10-24,C00365,P0096,Electronics Product 096,Electronics,West,Ahmedabad,2,2784.06,15.0,4732.9,4454.5,278.4,Cash,Completed
O000107,2025-05-24,C00207,P0052,Home Product 052,Home,Central,Bhopal,5,3602.09,15.0,15308.88,14408.35,900.53,Net Banking,Completed
O000108,2025-09-29,C00240,P0030,Sports Product 030,Sports,South,Bengaluru,2,3054.9,0.0,6109.8,4887.84,1221.96,UPI,Completed
O000109,2025-01-25,C00008,P0097,Home Product 097,Home,Central,Indore,3,3422.29,10.0,9240.18,8213.49,1026.69,UPI,Completed
O000110,2025-06-14,C00028,P0056,Electronics Product 056,Electronics,East,Kolkata,5,7138.32,10.0,32122.44,10059.4,22063.04,Wallet,Completed
O000111,2025-11-28,C00445,P0068,Fashion Product 068,Fashion,North,Delhi,2,6082.72,0.0,12165.44,9732.36,2433.08,Card,Completed
O000112,2025-12-04,C00115,P0036,Electronics Product 036,Electronics,Central,Indore,4,4569.04,15.0,15534.74,14620.92,913.82,Cash,Completed
O000113,2025-03-17,C00173,P0031,Electronics Product 031,Electronics,North,Jaipur,4,6070.56,0.0,24282.24,3893.92,20388.32,Card,Completed
O000114,2025-05-24,C00315,P0093,Fashion Product 093,Fashion,North,Delhi,1,4536.21,0.0,4536.21,1760.46,2775.75,Cash,Completed
O000115,2025-05-29,C00309,P0094,Beauty Product 094,Beauty,West,Ahmedabad,4,5366.1,0.0,21464.4,17171.52,4292.88,Wallet,Cancelled
O000116,2025-07-25,C00032,P0020,Sports Product 020,Sports,East,Bhubaneswar,1,3689.4,0.0,3689.4,2951.52,737.88,Wallet,Cancelled
O000117,2025-07-15,C00425,P0051,Electronics Product 051,Electronics,South,Bengaluru,2,7669.29,0.0,15338.58,8349.78,6988.8,UPI,Completed
O000118,2025-02-08,C00116,P0099,Beauty Product 099,Beauty,West,Pune,5,7721.23,15.0,32815.23,21284.9,11530.33,Net Banking,Completed
O000119,2025-10-05,C00298,P0070,Sports Product 070,Sports,East,Guwahati,2,4336.1,15.0,7371.37,6937.76,433.61,Wallet,Returned
O000120,2025-03-24,C00104,P0072,Home Product 072,Home,East,Bhubaneswar,3,6223.26,5.0,17736.29,12208.77,5527.52,Net Banking,Completed
O000121,2025-04-25,C00206,P0049,Beauty Product 049,Beauty,South,Hyderabad,3,3123.84,15.0,7965.79,7497.21,468.58,Card,Completed
O000122,2025-11-03,C00457,P0059,Beauty Product 059,Beauty,West,Ahmedabad,3,1289.86,10.0,3482.62,3095.67,386.95,Wallet,Completed
O000123,2025-09-09,C00091,P0092,Home Product 092,Home,South,Bengaluru,3,5945.72,10.0,16053.44,9173.79,6879.65,Cash,Completed
O000124,2025-05-25,C00145,P0054,Beauty Product 054,Beauty,East,Guwahati,5,4876.35,20.0,19505.4,19505.4,0.0,Net Banking,Completed
O000125,2025-11-29,C00034,P0055,Sports Product 055,Sports,South,Hyderabad,1,1679.4,10.0,1511.46,1343.52,167.94,Net Banking,Completed
O000126,2025-05-24,C00303,P0043,Fashion Product 043,Fashion,North,Delhi,1,2271.05,15.0,1930.39,1816.84,113.55,Wallet,Completed
O000127,2025-07-25,C00219,P0029,Beauty Product 029,Beauty,North,Jaipur,4,1220.38,5.0,4637.44,1431.52,3205.92,UPI,Pending
O000128,2025-03-31,C00486,P0045,Sports Product 045,Sports,West,Pune,4,3762.55,0.0,15050.2,12040.16,3010.04,Wallet,Completed
O000129,2025-03-08,C00273,P0045,Sports Product 045,Sports,Central,Bhopal,4,3762.55,10.0,13545.18,12040.16,1505.02,Cash,Completed
O000130,2025-06-28,C00172,P0002,Home Product 002,Home,Central,Bhopal,4,4453.12,15.0,15140.61,14250.0,890.61,UPI,Completed
O000131,2025-07-24,C00120,P0006,Electronics Product 006,Electronics,South,Chennai,3,4936.68,0.0,14810.04,3988.14,10821.9,Cash,Completed
O000132,2025-10-21,C00429,P0043,Fashion Product 043,Fashion,North,,1,2271.05,10.0,2043.95,1816.84,227.11,Net Banking,Completed
O000133,2025-05-23,C00246,P0027,Home Product 027,Home,Central,Indore,1,6771.19,10.0,6094.07,2895.9,3198.17,UPI,Pending
O000134,2025-11-22,C00316,P0040,Sports Product 040,Sports,North,Delhi,4,4584.31,5.0,17420.38,14669.8,2750.58,Card,Completed
O000135,2025-08-10,C00385,P0063,Fashion Product 063,Fashion,West,Mumbai,3,2531.09,0.0,7593.27,6074.61,1518.66,Cash,Completed
O000136,2025-01-26,C00493,P0044,Beauty Product 044,Beauty,West,Pune,5,3801.64,10.0,17107.38,15206.55,1900.83,Wallet,Completed
O000137,2025-09-27,C00185,P0060,Sports Product 060,Sports,East,Kolkata,2,7633.42,5.0,14503.5,9927.56,4575.94,Wallet,Pending
O000138,2025-07-29,C00080,P0092,Home Product 092,Home,East,Kolkata,1,5945.72,15.0,5053.86,3057.93,1995.93,Wallet,Completed
O000139,2025-05-22,C00146,P0042,Home Product 042,Home,North,Jaipur,3,2781.36,0.0,8344.08,6675.27,1668.81,UPI,Completed
O000140,2025-06-20,C00475,P0021,Electronics Product 021,Electronics,South,Chennai,2,4281.14,15.0,7277.94,6849.82,428.12,Card,Pending
O000141,2025-04-20,C00485,P0066,Electronics Product 066,Electronics,Central,Nagpur,4,5295.06,15.0,18003.2,4406.08,13597.12,Wallet,Completed
O000142,2025-08-12,C00115,P0037,Home Product 037,Home,Central,Indore,3,7720.82,20.0,18529.97,2123.58,16406.39,Net Banking,Completed
O000143,2025-07-26,C00144,P0017,Home Product 017,Home,South,Bengaluru,4,4364.81,5.0,16586.28,13967.4,2618.88,Cash,Completed
O000144,2025-06-12,C00432,P0087,Home Product 087,Home,South,Bengaluru,1,5255.47,10.0,4729.92,566.15,4163.77,Cash,Completed
O000145,2025-04-14,C00380,P0043,Fashion Product 043,Fashion,East,Kolkata,1,2271.05,0.0,2271.05,1816.84,454.21,Cash,Cancelled
O000146,2025-05-26,C00126,P0077,Home Product 077,Home,Central,Bhopal,3,4076.73,0.0,12230.19,9784.14,2446.05,Card,Pending
O000147,2025-07-01,C00083,P0054,Beauty Product 054,Beauty,South,Hyderabad,4,4876.35,5.0,18530.13,15604.32,2925.81,UPI,Cancelled
O000148,2025-06-21,C00334,P0013,Fashion Product 013,Fashion,East,Kolkata,5,4305.64,0.0,21528.2,4335.65,17192.55,Card,Completed
O000149,2025-04-23,C00417,P0083,Fashion Product 083,Fashion,West,Pune,1,3893.45,15.0,3309.43,3114.76,194.67,Wallet,Completed
O000150,2025-07-31,C00404,P0054,Beauty Product 054,Beauty,East,Kolkata,5,4876.35,15.0,20724.49,19505.4,1219.09,Wallet,Completed
O000151,2025-03-24,C00272,P0006,Electronics Product 006,Electronics,East,Bhubaneswar,4,4936.68,10.0,17772.05,5317.52,12454.53,Card,Completed
O000152,2025-07-02,C00321,P0099,Beauty Product 099,Beauty,Central,Nagpur,1,7721.23,0.0,7721.23,4256.98,3464.25,Net Banking,Returned
O000153,2025-02-14,C00065,P0083,Fashion Product 083,Fashion,West,Ahmedabad,1,3893.45,0.0,3893.45,3114.76,778.69,Wallet,Completed
O000154,2025-06-21,C00155,P0077,Home Product 077,Home,West,Pune,1,4076.73,15.0,3465.22,3261.38,203.84,Cash,Cancelled
O000155,2025-10-13,C00385,P0081,Electronics Product 081,Electronics,West,Mumbai,4,6874.54,5.0,26123.25,16759.16,9364.09,Net Banking,Completed
O000156,2025-10-25,C00077,P0091,Electronics Product 091,Electronics,South,Bengaluru,2,1897.13,15.0,3225.12,1026.26,2198.86,UPI,Cancelled
O000157,2025-09-10,C00376,P0069,Beauty Product 069,Beauty,North,Chandigarh,1,2337.25,20.0,1869.8,316.2,1553.6,Cash,Completed
O000158,2025-09-29,C00033,P0062,Home Product 062,Home,South,Hyderabad,5,6676.1,5.0,31711.47,8753.3,22958.17,Card,Completed
O000159,2025-01-25,C00433,P0072,Home Product 072,Home,West,Mumbai,4,6223.26,15.0,21159.08,16278.36,4880.72,Card,Completed
O000160,2025-05-05,C00002,P0069,Beauty Product 069,Beauty,East,Guwahati,1,2337.25,20.0,1869.8,316.2,1553.6,Net Banking,Returned
O000161,2025-08-27,C00116,P0097,Home Product 097,Home,West,Pune,1,3422.29,5.0,3251.18,2737.83,513.35,Card,Completed
O000162,2025-10-19,C00098,P0076,Electronics Product 076,Electronics,Central,Bhopal,1,5803.55,10.0,5223.2,4642.84,580.36,Card,Completed
O000163,2025-08-01,C00216,P0015,Sports Product 015,Sports,North,Jaipur,2,4470.33,0.0,8940.66,7152.52,1788.14,Wallet,Cancelled
O000164,2025-11-07,C00172,P0009,Beauty Product 009,Beauty,Central,Bhopal,4,4934.15,20.0,15789.28,15789.28,-0.0,Cash,Completed
O000165,2025-04-10,C00473,P0047,Home Product 047,Home,South,Chennai,2,4959.99,10.0,8927.98,7935.98,992.0,Wallet,Completed
O000166,2025-02-25,C00408,P0036,Electronics Product 036,Electronics,Central,Indore,5,4569.04,15.0,19418.42,18276.15,1142.27,Cash,Completed
O000167,2025-02-01,C00161,P0025,Sports Product 025,Sports,West,Ahmedabad,2,5379.58,0.0,10759.16,8607.32,2151.84,Wallet,Completed
O000168,2025-08-01,C00182,P0071,Electronics Product 071,Electronics,North,Delhi,4,5148.93,0.0,20595.72,14191.0,6404.72,Card,Returned
O000169,2025-04-14,C00092,P0100,Sports Product 100,Sports,East,Guwahati,3,6735.82,15.0,17176.34,12178.86,4997.48,Net Banking,Completed
O000170,2025-10-13,C00406,P0025,Sports Product 025,Sports,East,Kolkata,5,5379.58,15.0,22863.22,21518.3,1344.92,Wallet,Completed
O000171,2025-09-27,C00380,P0082,Home Product 082,Home,East,Kolkata,5,5348.13,10.0,24066.59,13855.8,10210.79,Card,Completed
O000172,2025-05-12,C00449,P0014,Beauty Product 014,Beauty,West,Mumbai,4,4289.52,10.0,15442.27,13726.48,1715.79,Wallet,Cancelled
O000173,2025-03-28,C00260,P0052,Home Product 052,Home,South,Chennai,4,3602.09,5.0,13687.94,11526.68,2161.26,Cash,Completed
O000174,2025-09-28,C00343,P0042,Home Product 042,Home,Central,Indore,4,2781.36,10.0,10012.9,8900.36,1112.54,Wallet,Completed
O000175,2025-09-02,C00440,P0051,Electronics Product 051,Electronics,Central,Bhopal,4,7669.29,15.0,26075.59,16699.56,9376.03,Card,Completed
O000176,2025-03-04,C00408,P0007,Home Product 007,Home,Central,Indore,3,5553.32,0.0,16659.96,12543.75,4116.21,Wallet,Completed
O000177,2025-04-03,C00246,P0068,Fashion Product 068,Fashion,Central,Indore,3,6082.72,15.0,15510.94,14598.54,912.4,Card,Completed
O000178,2025-06-26,C00168,P0031,Electronics Product 031,Electronics,South,Chennai,2,6070.56,10.0,10927.01,1946.96,8980.05,Net Banking,Pending
O000179,2025-07-06,C00240,P0070,Sports Product 070,Sports,South,Bengaluru,4,4336.1,0.0,17344.4,13875.52,3468.88,Net Banking,Completed
O000180,2025-03-02,C00237,P0037,Home Product 037,Home,West,Ahmedabad,4,7720.82,5.0,29339.12,2831.44,26507.68,Card,Pending
O000181,2025-12-12,C00196,P0053,Fashion Product 053,Fashion,East,Guwahati,4,5775.38,5.0,21946.44,6343.44,15603.0,Cash,Completed
O000182,2025-05-22,C00311,P0034,Beauty Product 034,Beauty,North,Jaipur,3,7768.65,0.0,23305.95,14457.03,8848.92,Cash,Completed
O000183,2025-05-19,C00443,P0088,Fashion Product 088,Fashion,West,Mumbai,3,5208.94,0.0,15626.82,12501.45,3125.37,Card,Completed
O000184,2025-01-23,C00307,P0038,Fashion Product 038,Fashion,Central,Nagpur,2,2947.65,10.0,5305.77,2422.46,2883.31,UPI,Cancelled
O000185,2025-11-15,C00353,P0047,Home Product 047,Home,South,Hyderabad,5,4959.99,5.0,23559.95,19839.95,3720.0,Wallet,Pending
